TIMESTAMP,Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Last Heartbeat
192075.676639782,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040430310764349997,yaw=-0.12130177766084671,roll=2.936813245923986e-07","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.7172264929977246
192075.702277682,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040430310764349997,yaw=-0.12130177766084671,roll=2.936813245923986e-07","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.7172264929977246
192075.717885582,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0003967119555454701,yaw=-0.12130018323659897,roll=1.5125170875762706e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.7172264929977246
192075.745112382,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0003967119555454701,yaw=-0.12130018323659897,roll=1.5125170875762706e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.8578689920250326
192075.815899681,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0003967119555454701,yaw=-0.12130018323659897,roll=1.5125170875762706e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.930357791017741
192075.860879781,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0003967119555454701,yaw=-0.12130018323659897,roll=1.5125170875762706e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",7.709997589699924e-05
192075.875012981,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0003967119555454701,yaw=-0.12130018323659897,roll=1.5125170875762706e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",7.709997589699924e-05
192075.892683781,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0003967119555454701,yaw=-0.12130018323659897,roll=1.5125170875762706e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",7.709997589699924e-05
192075.944727181,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0003985155781265348,yaw=-0.12130071222782135,roll=-5.031969067204045e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",7.709997589699924e-05
192075.963235981,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0003985155781265348,yaw=-0.12130071222782135,roll=-5.031969067204045e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.10156659997301176
192076.03463838,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0003985155781265348,yaw=-0.12130071222782135,roll=-5.031969067204045e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.1657885989989154
192076.11212228,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0003985155781265348,yaw=-0.12130071222782135,roll=-5.031969067204045e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.24962059897370636
192076.15537318,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0003985155781265348,yaw=-0.12130071222782135,roll=-5.031969067204045e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.24962059897370636
192076.16960318,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0003985155781265348,yaw=-0.12130071222782135,roll=-5.031969067204045e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.24962059897370636
192076.185151279,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040083983913064003,yaw=-0.12129859626293182,roll=-2.9897094009356806e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.24962059897370636
192076.200708579,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040083983913064003,yaw=-0.12129859626293182,roll=-2.9897094009356806e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.34018869799911045
192076.280495279,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040083983913064003,yaw=-0.12129859626293182,roll=-2.9897094009356806e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.4035865979967639
192076.328877679,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040083983913064003,yaw=-0.12129859626293182,roll=-2.9897094009356806e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.4675676979823038
192076.377674578,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040083983913064003,yaw=-0.12129859626293182,roll=-2.9897094009356806e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.4675676979823038
192076.401568978,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040083983913064003,yaw=-0.12129859626293182,roll=-2.9897094009356806e-06","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.4675676979823038
192076.428443978,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040379291749559343,yaw=-0.12127760052680969,roll=-4.3714683783946384e-07","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.4675676979823038
192076.444725378,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040379291749559343,yaw=-0.12127760052680969,roll=-4.3714683783946384e-07","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.5831649969913997
192076.517659478,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040379291749559343,yaw=-0.12127760052680969,roll=-4.3714683783946384e-07","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.6473148969816975
192076.591956477,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040379291749559343,yaw=-0.12127760052680969,roll=-4.3714683783946384e-07","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.7241972959891427
192076.642080377,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040379291749559343,yaw=-0.12127760052680969,roll=-4.3714683783946384e-07","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.7241972959891427
192076.657777077,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.00040379291749559343,yaw=-0.12127760052680969,roll=-4.3714683783946384e-07","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.7241972959891427
192076.673480477,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0004002320347353816,yaw=-0.12127459049224854,roll=1.0868515346373897e-05","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.7241972959891427
192076.692380077,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0004002320347353816,yaw=-0.12127459049224854,roll=1.0868515346373897e-05","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.8279490959830582
192076.765073276,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0004002320347353816,yaw=-0.12127459049224854,roll=1.0868515346373897e-05","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.8948125959723257
192076.833557476,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0004002320347353816,yaw=-0.12127459049224854,roll=1.0868515346373897e-05","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.00012919999426230788
192076.862166576,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0004002320347353816,yaw=-0.12127459049224854,roll=1.0868515346373897e-05","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.00012919999426230788
192076.900199576,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0004002320347353816,yaw=-0.12127459049224854,roll=1.0868515346373897e-05","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.00012919999426230788
192076.913111476,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.000391544948797673,yaw=-0.12127764523029327,roll=1.5197533684840892e-05","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.00012919999426230788
192076.926294676,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.000391544948797673,yaw=-0.12127764523029327,roll=1.5197533684840892e-05","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.11804629999096505
192077.016057375,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.000391544948797673,yaw=-0.12127764523029327,roll=1.5197533684840892e-05","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.1816500989953056
192077.056787475,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.000391544948797673,yaw=-0.12127764523029327,roll=1.5197533684840892e-05","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.1816500989953056
192077.067756875,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=None","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.000391544948797673,yaw=-0.12127764523029327,roll=1.5197533684840892e-05","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.1816500989953056
192077.080980875,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.000391544948797673,yaw=-0.12127764523029327,roll=1.5197533684840892e-05","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.1816500989953056
192077.099319775,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0002482826530467719,yaw=-0.12285444140434265,roll=-0.00046763214049860835","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.1816500989953056
192077.124822475,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0002482826530467719,yaw=-0.12285444140434265,roll=-0.00046763214049860835","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.3104306989989709
192077.200869374,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0002482826530467719,yaw=-0.12285444140434265,roll=-0.00046763214049860835","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.3822127979947254
192077.283314574,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0002482826530467719,yaw=-0.12285444140434265,roll=-0.00046763214049860835","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.46515129797626287
192077.340599873,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0002482826530467719,yaw=-0.12285444140434265,roll=-0.00046763214049860835","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.46515129797626287
192077.357624173,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0002482826530467719,yaw=-0.12285444140434265,roll=-0.00046763214049860835","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.46515129797626287
192077.383597173,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0002482826530467719,yaw=-0.12285444140434265,roll=-0.00046763214049860835","[0.0, 0.0, 0.0]","GPSInfo:fix=3,num_sat=10",0.46515129797626287
192077.397579873,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=0.0002482826530467719,yaw=-0.12285444140434265,roll=-0.00046763214049860835","[0.0, -0.05, 0.0]","GPSInfo:fix=3,num_sat=10",0.46515129797626287
192077.410914073,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=-0.0005241241888143122,yaw=-0.13227753341197968,roll=-0.003176470985636115","[0.0, -0.05, 0.0]","GPSInfo:fix=3,num_sat=10",0.46515129797626287
192077.426414273,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=-0.0005241241888143122,yaw=-0.13227753341197968,roll=-0.003176470985636115","[0.0, -0.05, 0.0]","GPSInfo:fix=3,num_sat=10",0.6164298969961237
192077.491488973,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=-0.0005241241888143122,yaw=-0.13227753341197968,roll=-0.003176470985636115","[0.0, -0.05, 0.0]","GPSInfo:fix=3,num_sat=10",0.6805778970010579
192077.528215172,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=-0.0005241241888143122,yaw=-0.13227753341197968,roll=-0.003176470985636115","[0.0, -0.05, 0.0]","GPSInfo:fix=3,num_sat=10",0.6805778970010579
192077.546079172,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=-0.0005241241888143122,yaw=-0.13227753341197968,roll=-0.003176470985636115","[0.0, -0.05, 0.0]","GPSInfo:fix=3,num_sat=10",0.6805778970010579
192077.563411572,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=-0.0005241241888143122,yaw=-0.13227753341197968,roll=-0.003176470985636115","[0.0, -0.05, 0.0]","GPSInfo:fix=3,num_sat=10",0.6805778970010579
192077.576078672,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=-0.0005241241888143122,yaw=-0.13227753341197968,roll=-0.003176470985636115","[0.01, -0.1, 0.0]","GPSInfo:fix=3,num_sat=10",0.6805778970010579
192077.589558672,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=-0.0011912989430129528,yaw=-0.14156852662563324,roll=-0.005420105066150427","[0.01, -0.1, 0.0]","GPSInfo:fix=3,num_sat=10",0.6805778970010579
192077.604248472,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=-0.0011912989430129528,yaw=-0.14156852662563324,roll=-0.005420105066150427","[0.01, -0.1, 0.0]","GPSInfo:fix=3,num_sat=10",0.7960571959847584
192077.680931972,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=-0.0011912989430129528,yaw=-0.14156852662563324,roll=-0.005420105066150427","[0.01, -0.1, 0.0]","GPSInfo:fix=3,num_sat=10",0.8595474959874991
192077.773432971,"LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99","LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0","LocationLocal:north=None,east=None,down=None","Attitude:pitch=-0.0011912989430129528,yaw=-0.14156852662563324,roll=-0.005420105066150427","[0.01, -0.1, 0.0]","GPSInfo:fix=3,num_sat=10",0.946985094982665
